pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
41,15,12.2709126586558,0,283.057043769582,2033,48.9856089734254,11744,283.057043769582,0,943,3874,45,1134,1016,102,779,135,373,406,89,129,89,0.0423908965791605,0.0616715499536684,0.0423908965791605,10,59,61,1.81241361364935,2,0,2,2,6,4,8,0.0652073756911984,0,0.0652073756911984,0.0652073756911984,0.155426268812599,0.110316822626841,0.19428283620322,137,392,222,26,24,118,0,122,87,0,8,0
42,12,13.4726560071826,0,303.60910141915,2152,50.7820350096234,12870,303.60910141915,0,1132,4601,47,905,1253,105,780,144,431,396,71,111,71,0.0335686905123119,0.0525072613509539,0.0335686905123119,5,6,30,1.25,2,0,2,2,6,4,8,0.0521763000705829,0,0.0521763000705829,0.0521763000705829,0.141741040216474,0.0969586701435283,0.186523410289419,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.4464511989929,0,281.250045296175,2067,49.21428571,11812,281.250045296175,0,907,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
44,17,11.4905243595584,0,262.619010949441,2070,46.7748081218352,11610,262.619010949441,0,875,3799,47,1136,985,109,796,141,356,412,90,133,90,0.0422314662283078,0.0625968581509146,0.0422314662283078,12,77,72,1.86297526530709,2,0,2,2,6,4,8,0.045253341792665,0,0.045253341792665,0.045253341792665,0.131322561453469,0.0882879516434804,0.174357171304284,138,392,222,26,24,118,0,123,87,0,8,0
46,18,11.5926981393147,0,243.109521872729,2071,44.2070838258046,11387,243.109521872729,0,843,3765,50,1006,1034,116,763,147,337,392,76,122,76,0.035975836740293,0.0575413138877794,0.035975836740293,11,75,71,1.70544761750864,0,0,0,0,4,2,5,0,0,0,0,0.0853898964060389,0.0426949477125374,0.127608946614903,137,392,222,26,24,118,0,121,87,0,8,0
41,15,11.8408793197145,0,285.632144258232,2069,49.683557067566,11894,285.632144258232,0,936,3913,44,1191,986,102,815,135,375,421,97,138,97,0.0459588581581913,0.0649462546784896,0.0459588581581913,10,65,65,1.87588540939558,3,0,3,3,7,5,9,0.0725664244954473,0,0.0725664244954473,0.0725664244954473,0.161681460236971,0.117123942783466,0.206238978524989,138,392,222,26,24,118,0,123,87,0,8,0
41,14,12.1211663216234,0,288.630961915986,2071,50.0221187505675,11947,288.630961915986,0,956,3969,44,1148,1015,102,808,136,376,415,94,134,94,0.0446161343281916,0.0634344514386541,0.0446161343281916,10,56,60,1.78634138757837,2,0,2,2,6,4,8,0.0621845088912921,0,0.0621845088912921,0.0621845088912921,0.152856832057013,0.107520670831713,0.198192993997434,138,392,222,26,24,118,0,123,87,0,8,0
40,14,14.1370145475182,0,286.979516494114,1954,48.4520959330847,11572,286.979516494114,0,1026,3968,45,861,1188,100,674,137,369,353,59,97,59,0.0297246211311268,0.0491426917101636,0.0297246211311268,6,17,36,1.37476619569337,0,0,0,0,4,2,5,0.0144656459208886,0,0.0144656459208886,0.0144656459208886,0.112295798916307,0.0633807225017752,0.140369748686972,137,394,222,26,26,118,0,120,87,0,8,0
41,12,13.6285290493073,0,305.310189870018,2125,51.2732603389083,12657,305.310189870018,0,1111,4492,45,898,1237,103,775,142,412,391,73,112,73,0.0347328404833862,0.0532324778117682,0.0347328404833862,5,6,30,1.25,1,0,1,1,5,3,7,0.0319625557025889,0,0.0319625557025889,0.0319625557025889,0.12557004466009,0.0787663001813392,0.17237378913884,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.8538859262556,0,307.672731856962,2082,52.05,12306,307.672731856962,0,1078,4318,44,887,1211,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.3228013907141,0,281.002745641848,2067,49.21428571,11802,281.002745641848,0,907,3832,45,1252,936,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
41,15,11.9646398061492,0,287.028281721708,2070,49.8138928824778,11924,287.028281721708,0,944,3937,44,1174,1000,102,812,136,376,419,96,136,96,0.0454419508607289,0.064364257018555,0.0454419508607289,10,61,63,1.84141372036519,3,0,3,3,7,5,9,0.0685697069147161,0,0.0685697069147161,0.0685697069147161,0.158284250325523,0.113426979014395,0.203141522425202,138,392,222,26,24,118,0,123,87,0,8,0
45,18,11.4347133116578,0,253.195467550627,2072,45.5757323550841,11500,253.195467550627,0,859,3780,49,1079,1000,113,782,144,347,403,84,128,84,0.0394845494803553,0.0604120739368555,0.0394845494803553,12,77,72,1.7956235340951,1,0,1,1,5,3,7,0.0247549887741051,0,0.0247549887741051,0.0247549887741051,0.110388073444861,0.0675715308941655,0.153204615564922,138,392,222,26,24,118,0,122,87,0,8,0
42,16,11.4174798113358,0,281.254012529097,2067,49.21428571,11812,281.254012529097,0,907,3833,45,1252,940,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,13.3287039714637,0,285.267335544977,1985,48.6611840164179,11632,285.267335544977,0,993,3930,45,968,1117,101,716,136,371,373,71,110,71,0.034688637108522,0.0540528527716721,0.034688637108522,7,34,46,1.54628376485664,1,0,1,1,5,3,6,0.0343517409559992,0,0.0343517409559992,0.0343517409559992,0.129198979536068,0.081775360443556,0.161498724518846,137,393,222,26,25,118,0,121,87,0,8,0
44,17,11.4930502210525,0,261.305208244918,2070,46.6132656017264,11594,261.305208244918,0,873,3797,48,1128,988,110,794,141,355,411,89,132,89,0.0418613946562706,0.0623025184956406,0.0418613946562706,12,77,72,1.85390146972606,1,0,1,1,5,3,7,0.042491751827696,0,0.042491751827696,0.042491751827696,0.128502214279528,0.0854969830422672,0.171507445494099,138,392,222,26,24,118,0,122,87,0,8,0
42,16,11.45238095,0,281.378763237099,2067,49.21428571,11817,281.378763237099,0,908,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,12,13.8394806371056,0,307.449449875137,2082,52.05,12297,307.449449875137,0,1077,4316,44,887,1210,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,14,13.8795260797405,0,286.434098851179,1964,48.5187012353075,11591,286.434098851179,0,1015,3956,45,895,1166,100,688,137,370,359,63,101,63,0.0313059153834952,0.0507068304035368,0.0313059153834952,6,22,40,1.42940335792918,0,0,0,0,4,2,6,0.0208003893875229,0,0.0208003893875229,0.0208003893875229,0.117680330811951,0.0692403602193394,0.14710041357474,137,394,222,26,26,118,0,120,87,0,8,0
42,16,11.2639886500697,0,280.885120142594,2067,49.21428571,11797,280.885120142594,0,907,3830,45,1252,932,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,14.2455515492607,0,287.209421919287,1950,48.4240203463766,11564,287.209421919287,0,1030,3973,45,847,1198,100,669,137,369,350,57,96,57,0.029058071135681,0.0484833731567805,0.029058071135681,5,15,35,1.35173544086396,0,0,0,0,4,2,5,0.0117954134688886,0,0.0117954134688886,0.0117954134688886,0.110026101353602,0.060910757479069,0.137532626725915,137,394,222,26,26,118,0,120,87,0,8,0
42,16,11.4509449966141,0,281.401106745718,2067,49.21428571,11818,281.401106745718,0,907,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.45238095,0,281.303227614783,2067,49.21428571,11814,281.303227614783,0,908,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,12,13.6170395701073,0,305.168139558147,2080,51.7480531968899,12266,305.168139558147,0,1061,4269,44,925,1184,101,774,139,383,387,78,116,78,0.0377711384930181,0.055727515247406,0.0377711384930181,5,13,34,1.32985998558853,0,0,0,0,4,2,6,0.00925912879166445,0,0.00925912879166445,0.00925912879166445,0.107870259398379,0.0585646941482616,0.157175824754976,138,394,222,26,26,118,0,123,87,0,8,0
41,15,11.6588470216318,0,281.768121256925,2058,49.1566043923737,11797,281.768121256925,0,916,3844,45,1222,960,102,813,135,374,423,98,139,98,0.0464505444471268,0.0656871544512155,0.0464505444471268,11,72,69,1.95268329391291,3,0,3,3,7,5,9,0.0814705270748939,0,0.0814705270748939,0.0814705270748939,0.169249947357822,0.125360237684813,0.211562434431505,137,392,222,26,24,118,0,123,87,0,8,0
40,12,13.8533529213289,0,307.696940898605,2082,52.05,12307,307.696940898605,0,1080,4317,44,887,1208,101,768,140,383,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
41,15,12.9609483585238,0,284.510160060215,2004,48.7928307214687,11683,284.510160060215,0,973,3908,45,1036,1079,101,742,136,372,387,78,118,78,0.0378140966604283,0.0571444040198902,0.0378140966604283,8,44,52,1.65427520309984,2,0,2,2,6,4,7,0.0468724874565406,0,0.0468724874565406,0.0468724874565406,0.139841613960736,0.0933570509781551,0.174802017585678,137,393,222,26,25,118,0,122,87,0,8,0
40,13,12.650297748587,0,294.439700359839,2074,50.6612622899456,12053,294.439700359839,0,995,4076,44,1065,1074,101,795,137,378,405,88,127,88,0.0420813133363262,0.0605804389438389,0.0420813133363262,8,40,50,1.61729838623509,1,0,1,1,5,3,7,0.0425853202709543,0,0.0425853202709543,0.0425853202709543,0.136197521887499,0.0893914213240924,0.183003622940637,138,393,222,26,25,118,0,123,87,0,8,0
42,12,13.4863655206037,0,303.758717379868,2150,50.8252397880301,12851,303.758717379868,0,1130,4591,47,904,1252,105,779,143,429,396,71,111,71,0.0336710810824514,0.0525710463689862,0.0336710810824514,5,6,30,1.25,2,0,2,2,6,4,8,0.0503984390888211,0,0.0503984390888211,0.0503984390888211,0.140318751425612,0.0953585952572166,0.185278907594008,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.393899050541,2067,49.21428571,11818,281.393899050541,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,16,12.364169021106,0,251.557257000012,1808,44.5626248213674,10146,251.557257000012,0,751,3422,44,860,929,102,681,139,273,329,57,97,57,0.0299576354160856,0.0515118550100465,0.0299576354160856,7,45,46,1.4122320918035,0,0,0,0,4,2,6,0,0,0,0,0.101976399131066,0.0509881992769705,0.152964598408036,138,393,222,26,25,118,0,121,87,0,8,0
44,17,11.4874221036769,0,264.066964916075,2070,46.9732141841991,11624,264.066964916075,0,878,3802,47,1145,982,109,799,140,358,413,90,134,90,0.0426859870773775,0.062958365275857,0.0426859870773775,12,77,72,1.87411967515483,2,0,2,2,6,4,8,0.0486451187096295,0,0.0486451187096295,0.0486451187096295,0.134786503806875,0.0917158113176713,0.177857196414917,138,392,222,26,24,118,0,123,87,0,8,0
40,14,13.9114552916057,0,286.501731998506,1963,48.5104420117999,11589,286.501731998506,0,1017,3957,45,891,1168,100,686,137,370,358,62,101,62,0.031109830954391,0.050512873306513,0.031109830954391,6,22,39,1.42262821361379,0,0,0,0,4,2,6,0.0200148654065712,0,0.0200148654065712,0.0200148654065712,0.117012635434466,0.068513750535604,0.146265794350625,137,394,222,26,26,118,0,120,87,0,8,0
42,16,11.2829501238882,0,280.948263234774,2067,49.21428571,11799,280.948263234774,0,907,3830,45,1252,932,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,15,11.4780750945227,0,281.661733466783,2068,49.2276418456942,11833,281.661733466783,0,910,3844,45,1248,948,103,824,135,375,428,101,142,101,0.0476569124799447,0.0668787635749229,0.0476569124799447,11,76,71,1.99183992527623,3,0,3,3,7,5,9,0.0860104263770143,0,0.0860104263770143,0.0860104263770143,0.173032954058253,0.129521690712194,0.216544218393433,138,392,222,26,24,118,0,123,87,0,8,0
41,14,12.1127675030246,0,288.654410834994,2071,49.9872787174379,11955,288.654410834994,0,954,3967,44,1152,1017,102,809,136,377,416,94,134,94,0.0447543086848003,0.0635900250832979,0.0447543086848003,10,57,60,1.79555600589847,2,0,2,2,6,4,8,0.0632528704388563,0,0.0632528704388563,0.0632528704388563,0.153764939363842,0.108508905265053,0.199020974190039,138,392,222,26,24,118,0,123,87,0,8,0
40,14,14.3796377963801,0,287.493446308749,1945,48.3893358609299,11554,287.493446308749,0,1036,3979,45,829,1210,100,662,137,369,346,55,94,55,0.028234617511829,0.0476688532321452,0.028234617511829,5,12,34,1.32328332376261,0,0,0,0,4,2,5,0.00849661727332895,0,0.00849661727332895,0.00849661727332895,0.107222124613932,0.057859370992486,0.134027655791843,137,394,222,26,26,118,0,120,87,0,8,0
40,12,13.7870041233585,0,306.8081920519,2081,52.0343021408846,12275,306.8081920519,0,1079,4305,44,889,1197,101,768,139,380,382,76,113,76,0.0366358851619071,0.0544493077518199,0.0366358851619071,5,6,30,1.2541518267119,0,0,0,0,4,2,6,0.000481371214417432,0,0.000481371214417432,0.000481371214417432,0.10040916552838,0.0504452683741665,0.150373062688129,138,394,222,26,26,118,0,123,87,0,8,0
42,16,11.45238095,0,281.287293733165,2067,49.21428571,11814,281.287293733165,0,908,3835,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,12,13.8222641660902,0,305.428500208722,2157,50.6607874281769,13007,305.428500208722,0,1140,4671,47,918,1300,106,781,144,430,396,70,111,70,0.033342255240542,0.0523790039891922,0.033342255240542,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.0939730475531614,0.0469865237765807,0.140959571329742,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.5976247915617,0,304.736878620884,2080,51.7782449840567,12243,304.736878620884,0,1059,4268,44,921,1184,101,773,139,383,387,78,115,78,0.0376513989178255,0.0555926977416254,0.0376513989178255,5,12,34,1.32187475221896,0,0,0,0,4,2,6,0.00833330463009646,0,0.00833330463009646,0.00833330463009646,0.107083308868499,0.0577083067972142,0.156458311035617,138,394,222,26,26,118,0,123,87,0,8,0
40,13,13.1265143509733,0,299.581611398903,2077,51.2151817276334,12148,299.581611398903,0,1026,4173,44,994,1131,101,784,138,381,396,83,121,83,0.0398844881602175,0.0581069836104409,0.0398844881602175,7,26,42,1.47079576439802,1,0,1,1,5,3,7,0.0255995089925111,0,0.0255995089925111,0.0255995089925111,0.121759582437558,0.073679545862232,0.169839619307279,138,394,222,26,26,118,0,123,87,0,8,0
44,17,11.4884108422499,0,263.620854439152,2070,46.9099789984262,11620,263.620854439152,0,877,3800,47,1142,981,109,798,140,357,413,90,133,90,0.0425411240122768,0.0628431471724805,0.0425411240122768,12,77,72,1.8705677734707,2,0,2,2,6,4,8,0.0475641051514287,0,0.0475641051514287,0.0475641051514287,0.133682489969724,0.0906232976075637,0.176741682425859,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.7834965697111,0,306.769416319531,2081,52.0300653291239,12274,306.769416319531,0,1078,4304,44,889,1197,101,768,139,380,382,76,113,76,0.0366526882096234,0.0544682266846704,0.0366526882096234,5,6,30,1.25527239405246,0,0,0,0,4,2,6,0.000611292065887247,0,0.000611292065887247,0.000611292065887247,0.100519598251083,0.0505654451620002,0.150473751347196,138,394,222,26,26,118,0,123,87,0,8,0
46,18,11.5204516024627,0,247.869453241032,2072,44.8607988818164,11447,247.869453241032,0,849,3771,50,1045,1017,114,774,146,342,399,80,125,80,0.03784673576929,0.0591094245048433,0.03784673576929,12,77,72,1.75546593233115,0,0,0,0,4,2,6,0.0125331099519383,0,0.0125331099519383,0.0125331099519383,0.0979061547554113,0.0552196319978056,0.140592676801279,138,392,222,26,24,118,0,122,87,0,8,0
44,16,10.7322582806508,0,224.522776096015,1797,41.4818584328988,9869,231.348464765695,0,735,3346,45,865,898,103,713,127,237,304,66,108,66,0.0352282448249133,0.0579480556528409,0.0352282448249133,6,36,41,1.45873009038641,2,0,3,2,7,4,9,0.0549109393907836,0,0.0702661143158567,0.0549109393907836,0.15588740327848,0.0977215843720951,0.198698048259791,138,389,221,26,24,116,0,121,87,0,8,0
41,15,12.255319665839,0,282.993669687277,2026,48.9388395040381,11712,282.993669687277,0,950,3879,45,1111,1022,102,770,135,373,401,86,126,86,0.0412805301269382,0.0605732299356557,0.0412805301269382,9,55,59,1.77404803311276,2,0,2,2,6,4,8,0.0607591924272358,0,0.0607591924272358,0.0607591924272358,0.151645313074039,0.106202253100003,0.189556641517231,137,392,222,26,24,118,0,122,87,0,8,0
43,16,10.9053274879464,0,210.142551183629,1664,39.2906990411384,9049,218.476926265914,0,665,3137,44,708,875,101,658,125,184,255,50,91,50,0.0293165084761875,0.0530781145031805,0.0293165084761875,4,18,27,1.22030238343142,1,0,2,1,6,3,8,0.0374982775996498,0,0.0562474168400795,0.0374982775996498,0.146092781204879,0.0824209602226541,0.191015463827883,138,389,221,26,24,116,0,120,87,0,8,0
42,16,11.2524910153992,0,263.783741039587,1983,46.8262201024172,11214,265.891771516434,0,854,3685,45,1132,932,103,790,132,332,390,91,132,91,0.0439311710414782,0.0642332564251979,0.0439311710414782,10,64,62,1.83283540740234,3,0,3,3,7,5,9,0.077059635684541,0,0.0818018936874811,0.077059635684541,0.168346044600789,0.120331711641195,0.211618120557442,138,391,221,26,24,117,0,123,87,0,8,0
43,16,11.4767799798965,0,269.289129697761,2069,47.6538356271515,11681,269.289129697761,0,887,3812,46,1178,971,107,806,138,363,418,94,136,94,0.0442451966723871,0.0641984962380077,0.0442451966723871,12,77,72,1.91234998032317,2,0,2,2,6,4,8,0.0602804290015248,0,0.0602804290015248,0.0602804290015248,0.146669373789725,0.10347490158885,0.189863846377051,138,392,222,26,24,118,0,123,87,0,8,0
42,15,11.8476758015581,0,285.358173824508,2084,49.419764887248,12036,285.358173824508,0,948,3984,45,1196,1005,103,818,136,385,423,96,137,96,0.0453113619655805,0.0645346241203159,0.0453113619655805,10,65,64,1.87446028709812,3,0,3,3,7,5,9,0.0724011929242316,0,0.0724011929242316,0.0724011929242316,0.160373202151101,0.116387197953973,0.204359207180842,138,392,222,26,24,118,0,123,87,0,8,0
42,12,13.8121660023664,0,305.270078023728,2157,50.6478683951102,13008,305.270078023728,0,1141,4673,47,918,1299,106,781,144,430,396,70,111,70,0.0333122049715068,0.0523604029910173,0.0333122049715068,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.0939169996886865,0.0469584998443432,0.14087549953303,138,395,222,26,27,118,0,123,88,0,8,0
41,15,11.6722973344178,0,283.668405761323,2068,49.4771260652178,11857,283.668405761323,0,923,3880,44,1218,969,102,819,135,375,424,99,140,99,0.0467775563157803,0.0658680455184501,0.0467775563157803,11,70,68,1.93048302958145,3,0,3,3,7,5,9,0.0788965833765684,0,0.0788965833765684,0.0788965833765684,0.167062095234966,0.122979339759422,0.21114485161782,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.8434319583444,0,307.558047416821,2082,52.05,12302,307.558047416821,0,1080,4315,44,887,1207,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.311396255363,2067,49.21428571,11815,281.311396255363,0,908,3834,45,1252,942,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
45,18,11.5107611506799,0,252.652326731945,2072,45.480555747209,11500,252.652326731945,0,858,3780,49,1075,1007,113,781,144,347,403,83,128,83,0.039266513034757,0.0602386567465501,0.039266513034757,12,77,72,1.79027749217763,1,0,1,1,5,3,7,0.0231279325350992,0,0.0231279325350992,0.0231279325350992,0.108726399002336,0.0659271655346889,0.151525632001926,138,392,222,26,24,118,0,122,87,0,8,0
41,15,11.6030664026962,0,282.910733750385,2067,49.3963002883473,11842,282.910733750385,0,919,3866,44,1228,961,102,821,135,375,425,100,141,100,0.0470981085286597,0.0662289625314204,0.0470981085286597,11,72,69,1.95186012418745,3,0,3,3,7,5,9,0.0813750871064381,0,0.0813750871064381,0.0813750871064381,0.169168823385403,0.125271955713827,0.213065691992792,138,392,222,26,24,118,0,123,87,0,8,0
42,12,13.4432474224294,0,303.249661466395,2155,50.7286582629251,12886,303.249661466395,0,1134,4610,47,906,1253,106,780,144,432,397,70,111,70,0.0334421934967462,0.0524284590314834,0.0334421934967462,5,6,30,1.25,2,0,2,2,6,4,8,0.0543727338630449,0,0.0543727338630449,0.0543727338630449,0.143498187257179,0.0989354605601119,0.188060913954246,138,395,222,26,27,118,0,123,88,0,8,0
42,15,12.3778855425741,0,240.161537513421,1798,42.7832646138405,10177,245.485683216904,0,836,3525,45,745,1041,102,659,130,264,292,52,92,52,0.0285110989623219,0.0505643191053273,0.0285110989623219,5,14,30,1.25,1,0,1,1,5,3,7,0.0239545606718063,0,0.0359318412891756,0.0239545606718063,0.127547744969604,0.0697625127934864,0.162429001647813,137,391,221,26,25,116,0,120,87,0,8,0
44,17,11.4966664531851,0,259.530697773592,2070,46.3819879749148,11574,259.530697773592,0,870,3794,48,1117,992,110,792,142,353,409,88,131,88,0.0413315695992295,0.0618811175115375,0.0413315695992295,12,77,72,1.8409106738245,1,0,1,1,5,3,7,0.0385380313280112,0,0.0385380313280112,0.0385380313280112,0.124464372101911,0.0815012016581482,0.167427542432048,138,392,222,26,24,118,0,122,87,0,8,0
42,16,11.1690567266885,0,278.11030187171,2054,48.8528322639622,11701,278.429369688687,0,899,3806,45,1233,926,103,819,134,368,423,100,141,100,0.0472313698682372,0.0666166400939456,0.0472313698682372,11,75,70,1.97469825876723,3,0,3,3,7,5,9,0.0854585465455534,0,0.086176326447295,0.0854585465455534,0.173070431830067,0.12890559973694,0.216517485021453,138,391,221,26,24,117,0,123,87,0,8,0
41,12,13.5587316955553,0,304.548470776388,2137,51.0532978129148,12752,304.548470776388,0,1120,4541,46,901,1245,104,777,143,421,393,72,111,72,0.0342115535036503,0.0529077379518653,0.0342115535036503,5,6,30,1.25,1,0,1,1,5,3,7,0.0410139339721963,0,0.0410139339721963,0.0410139339721963,0.132811147303533,0.0869125406378647,0.178709753969201,138,395,222,26,27,118,0,123,88,0,8,0
41,14,12.0492523442187,0,287.793348956725,2070,49.9276563380737,11932,287.793348956725,0,950,3956,44,1160,1011,102,810,136,377,417,95,135,95,0.0449907689624778,0.0638562610775496,0.0449907689624778,10,59,61,1.8113251490314,2,0,2,2,6,4,8,0.0650811768945362,0,0.0650811768945362,0.0650811768945362,0.155318999836452,0.110200088739711,0.200437911681627,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.8235982035341,0,306.945599787774,2093,51.8459279166171,12393,306.945599787774,0,1085,4366,44,891,1223,101,770,140,390,385,75,112,75,0.0360989468859757,0.0540853852600291,0.0360989468859757,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.0991146547567863,0.0495573273783931,0.148671982135179,138,395,222,26,27,118,0,123,88,0,8,0
42,12,13.809600636168,0,305.624312300859,2141,50.9435268140821,12854,305.624312300859,0,1128,4596,46,911,1278,105,779,143,420,393,71,111,71,0.033999920142351,0.0527860959730898,0.033999920142351,5,6,30,1.25,0,0,0,0,4,2,6,0,0,0,0,0.0951996826040252,0.0475998413020126,0.142799523906038,138,395,222,26,27,118,0,123,88,0,8,0
38,14,12.1344588669427,0,235.788783308917,1560,42.0692896745022,8768,240.175052458614,0,648,3053,40,682,836,92,615,126,185,248,41,77,41,0.0256056797611078,0.0482878897894743,0.0256056797611078,3,10,20,1.11594217184968,0,0,1,0,5,2,7,0.0197348375346974,0,0.0296022565339305,0.0197348375346974,0.136100846142253,0.0729841325707429,0.189350141178298,138,392,221,26,25,117,0,120,87,0,8,0
40,12,13.7732229722655,0,306.88927729848,2099,51.7292552882714,12459,306.88927729848,0,1093,4391,44,891,1223,102,771,141,395,386,74,112,74,0.035813498331148,0.0539056821919409,0.035813498331148,5,6,30,1.25,0,0,0,0,4,2,6,0.0131985287071947,0,0.0131985287071947,0.0131985287071947,0.110558823006231,0.0618786758567129,0.15923897015575,138,395,222,26,27,118,0,123,88,0,8,0
41,15,11.3730938424967,0,219.902650644268,1624,40.3481378418771,8942,226.734508460275,0,658,3105,43,698,860,98,642,125,184,252,46,85,46,0.0279042909947407,0.0512551149523622,0.0279042909947407,4,15,25,1.18058637213607,1,0,2,1,6,3,8,0.0307381055420133,0,0.0461071586741927,0.0307381055420133,0.142290184412529,0.0788296187723542,0.19038169764287,138,390,221,26,24,116,0,120,87,0,8,0
