pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
33,13,13.059330794401955,0,255.08654150068338,1482,44.16006737216207,8557,256.5020197275521,0,635,2990,37,663,806,86,582,126,185,244,34,66,34,0.022813430401247208,0.04468343835357794,0.022813430401247208,2,4,14,1.037415309965744,0,0,0,0,4,2,6,0.006368563325186018,0,0.009552845062609651,0.006368563325186018,0.12858231687977095,0.06588329930859729,0.18809705286318223,138,394,221,26,26,117,0,120,87,0,8,0
42,16,11.45238095,0,281.34687394882343,2067,49.21428571,11816,281.34687394882343,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,14.701254735058221,0,288.17551414228905,1932,48.30663381716134,11531,288.17551414228905,0,1048,3994,45,787,1238,100,646,137,369,338,51,89,51,0.026271166223329152,0.045726703547925296,0.026271166223329152,5,6,30,1.2554418031656736,0,0,0,0,4,2,5,0.0006309337022607497,0,0.0006309337022607497,0.0006309337022607497,0.10053629364184263,0.05058361367567957,0.12567036705411722,137,394,222,26,26,118,0,120,87,0,8,0
41,15,12.080203394238655,0,282.5977118038523,2041,49.03888824380708,11758,282.5977118038523,0,935,3866,45,1162,1001,102,790,135,373,411,92,132,92,0.04365581395380152,0.06292274416159815,0.04365581395380152,10,63,63,1.8561192653391814,3,0,3,3,7,5,9,0.0702746976414538,0,0.0702746976414538,0.0702746976414538,0.15973349242952442,0.11500409543956863,0.1996668657389453,137,392,222,26,24,118,0,123,87,0,8,0
40,14,14.43190603815285,0,287.61418322758345,1944,48.38188292523816,11554,287.61418322758345,0,1037,3981,45,825,1214,100,661,137,369,346,55,93,55,0.02805767537690319,0.04749383075336811,0.02805767537690319,5,12,33,1.3171695874242872,0,0,0,0,4,2,5,0.007787778275454599,0,0.007787778275454599,0.007787778275454599,0.1066196114714448,0.05720369491822942,0.13327451436169585,137,394,222,26,26,118,0,120,87,0,8,0
41,14,12.566243393723322,0,293.4500000082364,2074,50.559732131028376,12033,293.4500000082364,0,989,4059,44,1078,1065,102,797,137,377,406,89,128,89,0.042483978406493796,0.06103380868678011,0.042483978406493796,8,43,52,1.6441514508955395,2,0,2,2,6,4,8,0.04569871908150653,0,0.04569871908150653,0.04569871908150653,0.13884391085140585,0.09227131522922383,0.18541650699912315,138,393,222,26,25,118,0,123,87,0,8,0
45,18,11.439453613594138,0,252.66090355687007,2072,45.50511310852339,11494,252.66090355687007,0,858,3779,49,1076,1002,113,781,144,347,403,83,128,83,0.03932277055321453,0.06028340165494232,0.03932277055321453,12,77,72,1.7916568719002313,1,0,1,1,5,3,7,0.02354774375586148,0,0.02354774375586148,0.02354774375586148,0.10915514237303373,0.06635144283524666,0.1519588414524189,138,392,222,26,24,118,0,122,87,0,8,0
40,12,13.85099811703553,0,307.62797081405074,2082,52.05,12305,307.62797081405074,0,1078,4317,44,887,1211,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.845482993407808,0,307.58676190770933,2082,52.05,12303,307.58676190770933,0,1080,4315,44,887,1207,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.848746731731953,0,307.5930743418453,2082,52.05,12303,307.5930743418453,0,1077,4317,44,887,1211,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
41,15,12.759367643533352,0,284.1285621062688,2013,48.84914719592281,11703,284.1285621062688,0,964,3899,45,1065,1062,101,753,136,372,392,81,121,81,0.039151121107370235,0.05846692300604062,0.039151121107370235,9,48,55,1.7004723112670221,2,0,2,2,6,4,8,0.052228673926775535,0,0.052228673926775535,0.052228673926775535,0.1443943724173184,0.09831152347236183,0.18049296567180542,137,393,222,26,25,118,0,122,87,0,8,0
41,14,12.378681830126427,0,291.5735882613719,2072,50.29853568426404,12010,291.5735882613719,0,973,4020,44,1112,1046,102,803,136,378,411,92,131,92,0.043519874407105835,0.06220014750856023,0.043519874407105835,9,49,55,1.7132336344441692,2,0,2,2,6,4,8,0.05370824763291248,0,0.05370824763291248,0.05370824763291248,0.14565201005562423,0.09968012915309077,0.1916238915758025,138,393,222,26,25,118,0,123,87,0,8,0
42,16,11.45238095,0,281.37860129038785,2067,49.21428571,11817,281.37860129038785,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
41,14,12.101038416053214,0,288.360033571802,2071,49.989550178100046,11943,288.360033571802,0,953,3966,44,1152,1017,102,809,136,377,416,94,134,94,0.04474530015101406,0.06357988217061558,0.04474530015101406,10,57,60,1.7949552417443875,2,0,2,2,6,4,8,0.06318321662368154,0,0.06318321662368154,0.06318321662368154,0.15370573362150441,0.10844447548589647,0.19896699248371935,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.850214630760615,0,307.61582677678956,2082,52.05,12304,307.61582677678956,0,1078,4317,44,887,1211,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.28293677143444,2067,49.21428571,11813,281.28293677143444,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
32,13,13.347171649346624,0,261.0924359943059,1457,44.81076421150384,8491,261.5833375595844,0,632,2971,36,657,796,84,572,126,185,242,32,63,32,0.021944419872223033,0.043561652350444374,0.021944419872223033,2,2,12,1.0129759920561938,0,0,0,0,4,2,6,0.002208679473526798,0,0.003313019236242181,0.002208679473526798,0.12624238220710282,0.0636733609849091,0.18770706371848514,138,394,221,26,26,117,0,120,87,0,8,0
41,12,13.645871210907286,0,305.36081888975,2116,51.42316421659839,12573,305.36081888975,0,1103,4455,45,896,1231,103,773,141,407,389,73,112,73,0.035088096176595036,0.053453787164441526,0.035088096176595036,5,6,30,1.25,1,0,1,1,5,3,7,0.025794065433957482,0,0.025794065433957482,0.025794065433957482,0.12063525242626778,0.07321465893011264,0.16805584592242295,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.863834867023622,0,307.8436881383307,2082,52.05,12313,307.8436881383307,0,1080,4319,44,887,1210,101,768,140,383,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
45,18,11.442253706867152,0,252.34513695317497,2072,45.46339836547594,11491,252.34513695317497,0,857,3778,49,1074,1003,113,781,144,346,403,83,128,83,0.03922720784609383,0.0602073950216413,0.03922720784609383,12,77,72,1.789313767119687,1,0,1,1,5,3,7,0.02283462490818268,0,0.02283462490818268,0.02283462490818268,0.10842685079019647,0.06563073761178775,0.15122296349380154,138,392,222,26,24,118,0,122,87,0,8,0
40,12,13.866091130663241,0,307.8619125252802,2082,52.05,12314,307.8619125252802,0,1079,4319,44,887,1212,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.051725649207269,0,263.71583184588576,1985,46.872870316913264,11209,265.78268251862795,0,855,3683,45,1134,919,103,791,132,333,391,91,132,91,0.04400713771436683,0.0642881190977326,0.04400713771436683,10,64,62,1.8361009224183689,3,0,3,3,7,5,9,0.07725296867673087,0,0.08190258795470023,0.07725296867673087,0.16845479440590194,0.12052907240233172,0.2117308981315028,138,391,221,26,24,117,0,123,87,0,8,0
42,16,11.202840788933313,0,280.7661965616412,2067,49.21428571,11792,280.7661965616412,0,907,3829,45,1252,928,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,13.344073937607988,0,285.28682739582945,1988,48.68579527470867,11648,285.28682739582945,0,990,3928,45,981,1116,101,720,136,371,376,72,111,72,0.03527293955862609,0.054630816088412054,0.03527293955862609,7,35,47,1.5664726877679236,1,0,1,1,5,3,7,0.03669248564838745,0,0.03669248564838745,0.03669248564838745,0.1311886125057548,0.08394054928805293,0.16398576573768442,137,393,222,26,25,118,0,121,87,0,8,0
40,12,13.453140023605508,0,303.17820069171404,2079,51.60555922517737,12215,303.17820069171404,0,1049,4238,44,944,1168,101,776,139,382,390,80,117,80,0.038336264616427876,0.05636380357803519,0.038336264616427876,6,17,36,1.3675473080248044,0,0,0,0,4,2,6,0.013628673435066236,0,0.013628673435066236,0.013628673435066236,0.11158437231009548,0.06260652295094574,0.16056222182597496,138,394,222,26,26,118,0,123,87,0,8,0
41,14,12.593844710089423,0,293.7887172739627,2074,50.59307205781171,12040,293.7887172739627,0,991,4064,44,1074,1066,102,797,137,377,406,89,128,89,0.042351753419349485,0.060884933572266035,0.042351753419349485,8,42,51,1.6353335861424934,2,0,2,2,6,4,8,0.0446763579476515,0,0.0446763579476515,0.0446763579476515,0.1379749038958591,0.09132563117864435,0.18462417712685195,138,393,222,26,25,118,0,123,87,0,8,0
42,15,11.916256887499733,0,286.0440650823592,2087,49.45541418816481,12073,286.0440650823592,0,955,4010,45,1187,1016,103,816,136,387,423,95,136,95,0.04487613443937713,0.06409965842264427,0.04487613443937713,10,63,63,1.8526799633583138,3,0,3,3,7,5,9,0.06987593799030187,0,0.06987593799030187,0.06987593799030187,0.15802412782029573,0.11395003330708545,0.2020982231370793,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.835178507845955,0,307.44249910984337,2082,52.05,12297,307.44249910984337,0,1080,4314,44,887,1205,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
43,17,11.958012924856737,0,247.0073482357603,1937,44.35035337458625,10751,247.0073482357603,0,794,3587,47,933,978,109,722,143,304,361,67,109,67,0.032988030230467806,0.05456770901453957,0.032988030230467806,9,60,59,1.5596400955177576,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09374350530769701,0.04687175226210044,0.14061525756979748,138,392,222,26,24,118,0,121,87,0,8,0
40,12,13.842514964676425,0,307.4964819524846,2082,52.05,12299,307.4964819524846,0,1077,4316,44,887,1211,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
44,17,11.912660994128336,0,246.49929936242702,1952,44.32665086208197,10818,246.49929936242702,0,799,3606,48,941,983,110,727,143,307,364,68,111,68,0.033326408152086456,0.05490892974323897,0.033326408152086456,10,62,60,1.5760998695676793,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09282420941673356,0.04641210430509687,0.13923631372183043,138,392,222,26,24,118,0,121,87,0,8,0
37,14,12.27644462682619,0,238.75136307759135,1548,42.390264559062906,8736,242.6815582627651,0,646,3044,40,679,831,91,610,126,185,248,40,75,40,0.025177015385670302,0.047734536659279514,0.025177015385670302,3,9,19,1.1038867771243979,0,0,1,0,5,2,7,0.017682855477395728,0,0.026524283423867145,0.017682855477395728,0.1349466062320068,0.0718940170892391,0.18915776784385016,138,392,221,26,25,117,0,120,87,0,8,0
33,13,13.282209719581413,0,266.08735820678936,1511,45.587873614377656,8813,266.08735820678936,0,659,3054,36,717,808,85,594,127,206,261,38,70,38,0.024284290085507185,0.045526797420627575,0.024284290085507185,3,9,18,1.1063626949644696,0,0,0,0,4,2,6,0.009248930024657188,0,0.009248930024657188,0.009248930024657188,0.130202523072393,0.06972572660170644,0.19067931964944224,138,394,222,26,26,118,0,120,87,0,8,0
40,14,13.696117425038507,0,286.03586426204174,1974,48.587443366057315,11618,286.03586426204174,0,1005,3945,45,931,1147,100,701,137,370,366,67,105,67,0.03293794065209081,0.052321149729209294,0.03293794065209081,7,28,43,1.485793387324174,1,0,1,1,5,3,6,0.027338363829745402,0,0.027338363829745402,0.027338363829745402,0.12323760903520976,0.07528798658967317,0.15404701137261,137,394,222,26,26,118,0,121,87,0,8,0
42,16,11.214114012159095,0,280.78537085153846,2067,49.21428571,11792,280.78537085153846,0,907,3829,45,1252,929,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.45238095,0,281.31802874783034,2067,49.21428571,11815,281.31802874783034,0,908,3834,45,1252,942,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,12,13.87163291410433,0,307.8358144730823,2086,51.9613013351667,12363,307.8358144730823,0,1083,4343,44,888,1218,101,768,140,386,383,75,112,75,0.03636731079905036,0.05425150146522663,0.03636731079905036,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09961519018335202,0.04980759509167601,0.149422785275028,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.3930613934705,2067,49.21428571,11818,281.3930613934705,0,908,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
46,18,11.519620018909984,0,248.27826395842288,2072,44.91398315304393,11451,248.27826395842288,0,850,3772,50,1048,1016,114,775,145,342,399,80,126,80,0.03796857357922128,0.05920632927052717,0.03796857357922128,12,77,72,1.7584532771176538,0,0,0,0,4,2,6,0.013442301845300958,0,0.013442301845300958,0.013442301845300958,0.09883469114913473,0.056138496151804315,0.1415308854556381,138,392,222,26,24,118,0,122,87,0,8,0
46,18,11.979110932368116,0,248.6751406056841,2054,44.71200169162559,11405,248.6751406056841,0,869,3793,50,979,1059,114,749,146,341,386,73,118,73,0.034759202080302504,0.05606459973279275,0.034759202080302504,11,67,66,1.6492618494062827,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.08719225492307771,0.043596127031564555,0.12728709693590284,137,392,222,26,24,118,0,121,87,0,8,0
41,15,13.083891987872374,0,254.61891269234224,1838,44.44268549436511,10584,258.34156803370263,0,900,3667,45,757,1101,101,655,132,296,306,51,91,51,0.02778995833444051,0.049062315630731775,0.02778995833444051,5,11,30,1.25,0,0,1,0,5,2,6,0.016749085806668562,0,0.025123628906804606,0.016749085806668562,0.11926144881543009,0.06381799595778306,0.15117044699112336,137,392,221,26,25,117,0,120,87,0,8,0
42,12,13.816518878319448,0,305.53457827679074,2148,50.815327055039546,12923,305.53457827679074,0,1132,4631,47,914,1289,105,780,143,425,395,71,111,71,0.03370172156745947,0.0526015122297364,0.03370172156745947,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09464350144995491,0.047321750724977456,0.14196525217493236,138,395,222,26,27,118,0,123,88,0,8,0
42,12,13.810073642818324,0,305.5589979730463,2144,50.889012804162405,12882,305.5589979730463,0,1130,4610,46,912,1282,105,779,143,422,394,71,111,71,0.03387311803140263,0.05270760596584386,0.03387311803140263,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09496317931278216,0.04748158965639108,0.14244476896917324,138,395,222,26,27,118,0,123,88,0,8,0
41,14,12.606597867153297,0,293.9641871473496,2074,50.60847673333973,12044,293.9641871473496,0,992,4067,44,1072,1069,102,796,137,377,405,89,128,89,0.04229065901332719,0.060816145993691256,0.04229065901332719,8,42,51,1.6312593016890995,2,0,2,2,6,4,8,0.04420397714004374,0,0.04420397714004374,0.04420397714004374,0.13757338021319515,0.09088867893079232,0.18425808200394375,138,393,222,26,25,118,0,123,87,0,8,0
40,12,13.8163571370466,0,307.1299285075126,2082,52.05,12285,307.1299285075126,0,1077,4311,44,887,1206,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
39,13,14.658467689858652,0,286.9245648971862,1905,48.129256367341334,11362,286.9245648971862,0,1027,3939,44,776,1216,99,640,137,359,332,49,87,49,0.02586217072085222,0.045429440849104386,0.02586217072085222,4,5,29,1.2364219775221739,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.10135780224778262,0.05067890112389131,0.12839450561945653,137,395,222,26,27,118,0,120,88,0,8,0
41,15,13.929399225943275,0,276.76572470775767,1967,47.26040438592125,11493,276.76572470775767,0,997,3937,46,840,1188,104,675,140,361,351,57,97,57,0.028618648823285565,0.04861138291077905,0.028618648823285565,6,23,40,1.3656831279833563,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.09628905187130937,0.048144525811072855,0.12566266919301164,137,394,222,26,26,118,0,120,87,0,8,0
44,17,11.49052862711197,0,262.6169091656829,2070,46.77453518867506,11610,262.6169091656829,0,875,3799,47,1136,985,109,796,141,356,412,90,133,90,0.0422308409761849,0.06259636085118069,0.0422308409761849,12,77,72,1.862959934732203,2,0,2,2,6,4,8,0.045248675965515614,0,0.045248675965515614,0.045248675965515614,0.13131779635344248,0.08828323617983883,0.17435235656776574,138,392,222,26,24,118,0,123,87,0,8,0
42,16,11.45238095,0,281.31944274134446,2067,49.21428571,11815,281.31944274134446,0,908,3834,45,1252,942,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
46,18,11.52084522820212,0,247.6858863667078,2073,44.83562438429259,11445,247.6858863667078,0,849,3771,50,1044,1018,115,774,146,342,398,80,125,80,0.03778906447712743,0.059063555139193605,0.03778906447712743,12,77,72,1.7540518882501743,0,0,0,0,4,2,6,0.012102748709041142,0,0.012102748709041142,0.012102748709041142,0.09746663689411567,0.05478469244076001,0.14014858062583455,138,392,222,26,24,118,0,122,87,0,8,0
44,17,11.493654841502751,0,261.00851674922444,2070,46.57459684990561,11590,261.00851674922444,0,872,3797,48,1126,989,110,794,141,355,410,89,132,89,0.04177280989378575,0.06223206183151801,0.04177280989378575,12,77,72,1.8517294573719112,1,0,1,1,5,3,7,0.04183070458815609,0,0.04183070458815609,0.04183070458815609,0.12782710221092725,0.08482890338059476,0.17082530100336593,138,392,222,26,24,118,0,122,87,0,8,0
40,14,14.265022483091869,0,287.2506656725616,1949,48.418983742432445,11563,287.2506656725616,0,1031,3974,45,844,1200,100,668,137,369,349,57,96,57,0.028938495777525122,0.04836509507906951,0.028938495777525122,5,15,35,1.347603851671634,0,0,0,0,4,2,5,0.0113163886335589,0,0.0113163886335589,0.0113163886335589,0.10961893024742814,0.06046765950556275,0.1370236628418198,137,394,222,26,26,118,0,120,87,0,8,0
43,16,10.998027031825476,0,212.07675777932383,1656,39.500256854681325,9028,220.113371674,0,663,3130,44,706,872,100,655,125,184,254,49,90,49,0.029036642438122408,0.05271684177544224,0.029036642438122408,4,18,27,1.2124316674298092,1,0,2,1,6,3,8,0.03615858127435661,0,0.05423787233639825,0.03615858127435661,0.14533920201993353,0.08170924654098757,0.19088986728656449,138,389,221,26,24,116,0,120,87,0,8,0
40,12,13.81437583898025,0,307.1081342287828,2082,52.05,12284,307.1081342287828,0,1077,4311,44,887,1205,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.3238028969119,2067,49.21428571,11815,281.3238028969119,0,908,3834,45,1252,942,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.46514935020731,0,275.05632261148645,2068,48.397677375740564,11746,275.05632261148645,0,897,3822,45,1213,956,105,815,137,368,423,97,139,97,0.04594923524416286,0.06555381819108064,0.04594923524416286,12,77,72,1.954131351362775,3,0,3,3,7,5,9,0.07299649847379408,0,0.07299649847379408,0.07299649847379408,0.15965599781960776,0.11632624848616066,0.20298574783197437,138,392,222,26,24,118,0,123,87,0,8,0
43,13,13.661843822620233,0,304.15863243948365,2169,50.44986624051789,13078,304.15863243948365,0,1148,4707,48,918,1296,107,783,145,439,399,70,111,70,0.032827721987599146,0.052055387245910974,0.032827721987599146,5,6,30,1.25,1,0,1,1,5,3,7,0.02245096885988973,0,0.02245096885988973,0.02245096885988973,0.11338576265637665,0.06791836575813319,0.1588531595546201,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.329551505906574,0,281.0162458742943,2067,49.21428571,11802,281.0162458742943,0,907,3832,45,1252,937,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
41,15,12.049862962456848,0,282.6499326709221,2042,49.04736458119604,11766,282.6499326709221,0,933,3864,45,1166,998,102,792,135,373,412,92,133,92,0.04385705294149422,0.06312179989508607,0.04385705294149422,10,64,64,1.8630725108861554,3,0,3,3,7,5,9,0.07108087104062295,0,0.07108087104062295,0.07108087104062295,0.1604187398123285,0.11574980583519073,0.20052342496976813,137,392,222,26,24,118,0,123,87,0,8,0
41,15,11.483326103973155,0,281.4692525464558,2065,49.20564042876221,11816,281.4692525464558,0,909,3836,45,1247,946,102,823,135,374,428,101,142,101,0.047614722071312864,0.06683870184046418,0.047614722071312864,11,76,71,1.9929081677013807,3,0,3,3,7,5,9,0.0861342805716064,0,0.0861342805716064,0.0861342805716064,0.17321413779248448,0.12967420967731755,0.21651767248824166,137,392,222,26,24,118,0,123,87,0,8,0
40,12,13.82380984731059,0,306.9877837406548,2091,51.87673879926115,12378,306.9877837406548,0,1083,4358,44,890,1221,101,769,140,389,384,75,112,75,0.03617061442548003,0.05412974718470783,0.03617061442548003,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09924832452648709,0.049624162263243544,0.1488724867897306,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.222103496070698,0,280.80997544216757,2067,49.21428571,11794,280.80997544216757,0,907,3829,45,1252,929,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.205368944369475,0,279.05863883608697,2067,48.99241902156552,11773,279.05863883608697,0,904,3826,45,1241,932,103,822,135,373,427,100,142,100,0.04731170610123636,0.0666374712806286,0.04731170610123636,12,77,72,1.9875378137239623,3,0,3,3,7,5,9,0.08316368269101154,0,0.08316368269101154,0.08316368269101154,0.1700395050157189,0.12660159430974757,0.21347741663445496,138,392,222,26,24,118,0,123,87,0,8,0
40,12,13.754199516826441,0,306.4881841927966,2095,51.802243754004614,12401,306.4881841927966,0,1086,4369,44,890,1218,101,770,140,393,385,75,112,75,0.03598647296255746,0.05401343811095336,0.03598647296255746,5,6,30,1.25,0,0,0,0,4,2,6,0.010195079780220828,0,0.010195079780220828,0.010195079780220828,0.10815606385544158,0.0591755718178312,0.15713655589305195,138,395,222,26,27,118,0,123,88,0,8,0
43,13,13.442468611516114,0,302.911657572559,2169,50.46141230216976,13025,302.911657572559,0,1145,4679,48,912,1271,107,783,145,442,399,70,111,70,0.03282007965963864,0.0520432686476398,0.03282007965963864,5,6,30,1.25,2,0,2,2,6,4,8,0.054830147106553775,0,0.054830147106553775,0.054830147106553775,0.1427529243450478,0.0987915357258008,0.1867143129642948,138,395,222,26,27,118,0,123,88,0,8,0
44,17,11.49433763472859,0,260.70721301711995,2070,46.530928525781775,11588,260.70721301711995,0,872,3795,48,1124,988,110,793,141,354,410,88,132,88,0.04167277180260173,0.0621524956624354,0.04167277180260173,12,77,72,1.8492766205200448,1,0,1,1,5,3,7,0.04108418902305155,0,0.04108418902305155,0.04108418902305155,0.12706470334250256,0.08407444615524523,0.17005496047469623,138,392,222,26,24,118,0,122,87,0,8,0
40,12,13.745883324822563,0,306.5909116678225,2104,51.64309589127347,12496,306.5909116678225,0,1096,4410,45,892,1226,102,771,141,399,387,74,112,74,0.03560931004210159,0.053778481477255204,0.03560931004210159,5,6,30,1.25,0,0,0,0,4,2,6,0.016743956684926026,0,0.016743956684926026,0.016743956684926026,0.11339516539928896,0.0650695610421075,0.16172076975647043,138,395,222,26,27,118,0,123,88,0,8,0
42,12,13.46811614576372,0,303.5595565734028,2153,50.76772788576143,12876,303.5595565734028,0,1132,4604,47,905,1254,105,780,144,431,396,71,111,71,0.03353478420325758,0.05248613914671677,0.03353478420325758,5,6,30,1.25,2,0,2,2,6,4,8,0.05276503303516373,0,0.05276503303516373,0.05276503303516373,0.14221202658994375,0.09748852981255374,0.18693552336733377,138,395,222,26,27,118,0,123,88,0,8,0
